Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2007","Columbia Univ in the City of New York","Preventive medicine and community health","Total for selected values","74",
"2007","Columbia Univ in the City of New York","Preventive medicine and community health","Foreign nationals","14",
"2007","Columbia Univ in the City of New York","Preventive medicine and community health","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","60",
"2007","Columbia Univ in the City of New York","Psychology, general","Total for selected values","34",
"2007","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","1",
"2007","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"2007","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","107",
"2007","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","28",
"2007","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","79",
"2007","Columbia Univ in the City of New York","Sociology","Total for selected values","69",
"2007","Columbia Univ in the City of New York","Sociology","Foreign nationals","38",
"2007","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","31",
"2007","Columbia Univ in the City of New York","Statistics","Total for selected values","210",
"2007","Columbia Univ in the City of New York","Statistics","Foreign nationals","154",
"2007","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","56",
"2006","Total for selected values","Total for selected values","Total for selected values","4,154",
"2006","Columbia Univ in the City of New York","Total for selected values","Total for selected values","4,154",
"2006","Columbia Univ in the City of New York","Anatomy","Total for selected values","32",
"2006","Columbia Univ in the City of New York","Anatomy","Foreign nationals","18",
"2006","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","14",
"2006","Columbia Univ in the City of New York","Anthropology","Total for selected values","162",
"2006","Columbia Univ in the City of New York","Anthropology","Foreign nationals","57",
"2006","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","105",
"2006","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","24",
"2006","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","6",
"2006","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","18",
"2006","Columbia Univ in the City of New York","Biochemistry","Total for selected values","34",
"2006","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","12",
"2006","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"2006","Columbia Univ in the City of New York","Biology","Total for selected values","114",
"2006","Columbia Univ in the City of New York","Biology","Foreign nationals","42",
"2006","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","72",
"2006","Columbia Univ in the City of New York","Biomedical engineering","Total for selected values","102",
"2006","Columbia Univ in the City of New York","Biomedical engineering","Foreign nationals","43",
"2006","Columbia Univ in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"2006","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","165",
"2006","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","47",
"2006","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","118",
"2006","Columbia Univ in the City of New York","Biophysics","Total for selected values","80",
"2006","Columbia Univ in the City of New York","Biophysics","Foreign nationals","17",
"2006","Columbia Univ in the City of New York","Biophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","63",
"2006","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Total for selected values","128",
"2006","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Foreign nationals","16",
"2006","Columbia Univ in the City of New York","Biosciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","112",
"2006","Columbia Univ in the City of New York","Chemistry","Total for selected values","127",
"2006","Columbia Univ in the City of New York","Chemistry","Foreign nationals","58",
"2006","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","69",
"2006","Columbia Univ in the City of New York","Civil engineering","Total for selected values","81",
"2006","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","18",
"2006","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","63",
"2006","Columbia Univ in the City of New York","Clinical medicine not elsewhere classified","Total for selected values","1",
"2006","Columbia Univ in the City of New York","Clinical medicine not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","1",
"2006","Columbia Univ in the City of New York","Computer sciences","Total for selected values","411",
"2006","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","244",
"2006","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","167",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","47",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","10",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","37",
"2006","Columbia Univ in the City of New York","Ecology","Total for selected values","69",
"2006","Columbia Univ in the City of New York","Ecology","Foreign nationals","11",
"2006","Columbia Univ in the City of New York","Ecology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","58",
"2006","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","111",
"2006","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","86",
"2006","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"2006","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","284",
"2006","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","180",
"2006","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","104",
"2006","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","119",
"2006","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","43",
"2006","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","76",
"2006","Columbia Univ in the City of New York","Genetics","Total for selected values","38",
"2006","Columbia Univ in the City of New York","Genetics","Foreign nationals","13",
"2006","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"2006","Columbia Univ in the City of New York","Geosciences","Total for selected values","102",
"2006","Columbia Univ in the City of New York","Geosciences","Foreign nationals","34",
"2006","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","68",
"2006","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","182",
"2006","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","136",
"2006","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","46",
"2006","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","146",
"2006","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","89",
"2006","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","57",
"2006","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","85",
"2006","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","48",
"2006","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","37",
"2006","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","32",
"2006","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","32",
"2006","Columbia Univ in the City of New York","Nursing science","Total for selected values","423",
"2006","Columbia Univ in the City of New York","Nursing science","Foreign nationals","3",
"2006","Columbia Univ in the City of New York","Nursing science","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","420",
"2006","Columbia Univ in the City of New York","Nutrition","Total for selected values","28",
"2006","Columbia Univ in the City of New York","Nutrition","Foreign nationals","6",
"2006","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"2006","Columbia Univ in the City of New York","Other health not elsewhere classified","Total for selected values","120",
"2006","Columbia Univ in the City of New York","Other health not elsewhere classified","Foreign nationals","2",
"2006","Columbia Univ in the City of New York","Other health not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","118",
"2006","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","23",
"2006","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","1",
"2006","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"2006","Columbia Univ in the City of New York","Physics","Total for selected values","107",
"2006","Columbia Univ in the City of New York","Physics","Foreign nationals","66",
"2006","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","41",
"2006","Columbia Univ in the City of New York","Physiology","Total for selected values","11",
"2006","Columbia Univ in the City of New York","Physiology","Foreign nationals","4",
"2006","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","7",
"2006","Columbia Univ in the City of New York","Political science and government","Total for selected values","174",
"2006","Columbia Univ in the City of New York","Political science and government","Foreign nationals","76",
"2006","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","98",
"2006","Columbia Univ in the City of New York","Psychology, general","Total for selected values","32",
"2006","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","2",
"2006","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","30",
"2006","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","310",
"2006","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","48",
"2006","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","262",
"2006","Columbia Univ in the City of New York","Sociology","Total for selected values","70",
"2006","Columbia Univ in the City of New York","Sociology","Foreign nationals","37",
"2006","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"2006","Columbia Univ in the City of New York","Statistics","Total for selected values","180",
"2006","Columbia Univ in the City of New York","Statistics","Foreign nationals","121",
"2006","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"2005","Total for selected values","Total for selected values","Total for selected values","3,995",
"2005","Columbia Univ in the City of New York","Total for selected values","Total for selected values","3,995",
"2005","Columbia Univ in the City of New York","Anatomy","Total for selected values","20",
"2005","Columbia Univ in the City of New York","Anatomy","Foreign nationals","7",
"2005","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","13",
"2005","Columbia Univ in the City of New York","Anthropology","Total for selected values","177",
"2005","Columbia Univ in the City of New York","Anthropology","Foreign nationals","61",
"2005","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","116",
"2005","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","25",
"2005","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","7",
"2005","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","18",
"2005","Columbia Univ in the City of New York","Biochemistry","Total for selected values","39",
"2005","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","16",
"2005","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"2005","Columbia Univ in the City of New York","Biology","Total for selected values","114",
"2005","Columbia Univ in the City of New York","Biology","Foreign nationals","26",
"2005","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","88",
"2005","Columbia Univ in the City of New York","Biomedical engineering","Total for selected values","99",
"2005","Columbia Univ in the City of New York","Biomedical engineering","Foreign nationals","44",
"2005","Columbia Univ in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","55",
"2005","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","169",
"2005","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","39",
"2005","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","130",
"2005","Columbia Univ in the City of New York","Biophysics","Total for selected values","82",
"2005","Columbia Univ in the City of New York","Biophysics","Foreign nationals","18",
"2005","Columbia Univ in the City of New York","Biophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","64",
"2005","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Total for selected values","124",
"2005","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Foreign nationals","21",
"2005","Columbia Univ in the City of New York","Biosciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","103",
"2005","Columbia Univ in the City of New York","Chemistry","Total for selected values","121",
"2005","Columbia Univ in the City of New York","Chemistry","Foreign nationals","56",
"2005","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","65",
"2005","Columbia Univ in the City of New York","Civil engineering","Total for selected values","78",
"2005","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","30",
"2005","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","48",
"2005","Columbia Univ in the City of New York","Clinical medicine not elsewhere classified","Total for selected values","1",
"2005","Columbia Univ in the City of New York","Clinical medicine not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","1",
"2005","Columbia Univ in the City of New York","Computer sciences","Total for selected values","365",
"2005","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","171",
"2005","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","194",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","49",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","19",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","30",
"2005","Columbia Univ in the City of New York","Ecology","Total for selected values","75",
"2005","Columbia Univ in the City of New York","Ecology","Foreign nationals","14",
"2005","Columbia Univ in the City of New York","Ecology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","61",
"2005","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","111",
"2005","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","87",
"2005","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","24",
"2005","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","263",
"2005","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","153",
"2005","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","110",
"2005","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","119",
"2005","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","53",
"2005","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","66",
"2005","Columbia Univ in the City of New York","Genetics","Total for selected values","40",
"2005","Columbia Univ in the City of New York","Genetics","Foreign nationals","15",
"2005","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"2005","Columbia Univ in the City of New York","Geosciences","Total for selected values","101",
"2005","Columbia Univ in the City of New York","Geosciences","Foreign nationals","27",
"2005","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","74",
"2005","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","161",
"2005","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","122",
"2005","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","39",
"2005","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","130",
"2005","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","72",
"2005","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","58",
"2005","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","75",
"2005","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","47",
"2005","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"2005","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","30",
"2005","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","8",
"2005","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"2005","Columbia Univ in the City of New York","Nursing science","Total for selected values","571",
"2005","Columbia Univ in the City of New York","Nursing science","Foreign nationals","5",
"2005","Columbia Univ in the City of New York","Nursing science","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","566",
"2005","Columbia Univ in the City of New York","Nutrition","Total for selected values","28",
"2005","Columbia Univ in the City of New York","Nutrition","Foreign nationals","8",
"2005","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","20",
"2005","Columbia Univ in the City of New York","Other health not elsewhere classified","Total for selected values","98",
"2005","Columbia Univ in the City of New York","Other health not elsewhere classified","Foreign nationals","1",
"2005","Columbia Univ in the City of New York","Other health not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","97",
"2005","Columbia Univ in the City of New York","Pathology","Total for selected values","14",
"2005","Columbia Univ in the City of New York","Pathology","Foreign nationals","4",
"2005","Columbia Univ in the City of New York","Pathology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","10",
"2005","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","25",
"2005","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","2",
"2005","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"2005","Columbia Univ in the City of New York","Physics","Total for selected values","113",
"2005","Columbia Univ in the City of New York","Physics","Foreign nationals","69",
"2005","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","44",
"2005","Columbia Univ in the City of New York","Physiology","Total for selected values","11",
"2005","Columbia Univ in the City of New York","Physiology","Foreign nationals","4",
"2005","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","7",
"2005","Columbia Univ in the City of New York","Political science and government","Total for selected values","167",
"2005","Columbia Univ in the City of New York","Political science and government","Foreign nationals","75",
"2005","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","92",
"2005","Columbia Univ in the City of New York","Preventive medicine and community health","Total for selected values","10",
"2005","Columbia Univ in the City of New York","Preventive medicine and community health","Foreign nationals","2",
"2005","Columbia Univ in the City of New York","Preventive medicine and community health","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","8",
"2005","Columbia Univ in the City of New York","Psychology, general","Total for selected values","31",
"2005","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","7",
"2005","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","24",
"2005","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","111",
"2005","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","29",
"2005","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","82",
"2005","Columbia Univ in the City of New York","Sociology","Total for selected values","69",
"2005","Columbia Univ in the City of New York","Sociology","Foreign nationals","36",
"2005","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"2005","Columbia Univ in the City of New York","Statistics","Total for selected values","179",
"2005","Columbia Univ in the City of New York","Statistics","Foreign nationals","119",
"2005","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","60",
"2004","Total for selected values","Total for selected values","Total for selected values","3,634",
"2004","Columbia Univ in the City of New York","Total for selected values","Total for selected values","3,634",
"2004","Columbia Univ in the City of New York","Anatomy","Total for selected values","19",
"2004","Columbia Univ in the City of New York","Anatomy","Foreign nationals","9",
"2004","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","10",
"2004","Columbia Univ in the City of New York","Anthropology","Total for selected values","168",
"2004","Columbia Univ in the City of New York","Anthropology","Foreign nationals","64",
"2004","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","104",
"2004","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","24",
"2004","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","9",
"2004","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","15",
"2004","Columbia Univ in the City of New York","Biochemistry","Total for selected values","38",
"2004","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","19",
"2004","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","19",
"2004","Columbia Univ in the City of New York","Biology","Total for selected values","105",
"2004","Columbia Univ in the City of New York","Biology","Foreign nationals","25",
"2004","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","80",
"2004","Columbia Univ in the City of New York","Biomedical engineering","Total for selected values","96",
"2004","Columbia Univ in the City of New York","Biomedical engineering","Foreign nationals","42",
"2004","Columbia Univ in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","54",
"2004","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","180",
"2004","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","48",
"2004","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","132",
"2004","Columbia Univ in the City of New York","Biophysics","Total for selected values","88",
"2004","Columbia Univ in the City of New York","Biophysics","Foreign nationals","19",
"2004","Columbia Univ in the City of New York","Biophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","69",
"2004","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Total for selected values","119",
"2004","Columbia Univ in the City of New York","Biosciences not elsewhere classified","Foreign nationals","19",
"2004","Columbia Univ in the City of New York","Biosciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","100",
"2004","Columbia Univ in the City of New York","Chemistry","Total for selected values","141",
"2004","Columbia Univ in the City of New York","Chemistry","Foreign nationals","70",
"2004","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","71",
"2004","Columbia Univ in the City of New York","Civil engineering","Total for selected values","25",
"2004","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","20",
"2004","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","5",
"2004","Columbia Univ in the City of New York","Computer sciences","Total for selected values","372",
"2004","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","182",
"2004","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","190",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","50",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","23",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","27",
"2004","Columbia Univ in the City of New York","Ecology","Total for selected values","63",
"2004","Columbia Univ in the City of New York","Ecology","Foreign nationals","17",
"2004","Columbia Univ in the City of New York","Ecology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","46",
"2004","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","104",
"2004","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","81",
"2004","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"2004","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","263",
"2004","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","153",
"2004","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","110",
"2004","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","121",
"2004","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","58",
"2004","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","63",
"2004","Columbia Univ in the City of New York","Genetics","Total for selected values","44",
"2004","Columbia Univ in the City of New York","Genetics","Foreign nationals","16",
"2004","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"2004","Columbia Univ in the City of New York","Geosciences","Total for selected values","85",
"2004","Columbia Univ in the City of New York","Geosciences","Foreign nationals","26",
"2004","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"2004","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","195",
"2004","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","126",
"2004","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","69",
"2004","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","129",
"2004","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","65",
"2004","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","64",
"2004","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","67",
"2004","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","42",
"2004","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"2004","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","32",
"2004","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","7",
"2004","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"2004","Columbia Univ in the City of New York","Nursing science","Total for selected values","303",
"2004","Columbia Univ in the City of New York","Nursing science","Foreign nationals","8",
"2004","Columbia Univ in the City of New York","Nursing science","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","295",
"2004","Columbia Univ in the City of New York","Nutrition","Total for selected values","34",
"2004","Columbia Univ in the City of New York","Nutrition","Foreign nationals","11",
"2004","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
